Siderophore ID	Siderophore name	Siderophore other name	Canonical SMILES	Biosynthetic Type	Kingdom	Theoretical denticity	Count	monomers Number	coverage	Molecular Weight	Ligand Type	Precursor	Siderophore Large Class	Phylum	Hydroxamate	Catecholate	Phenolate	Carboxylate	Carboxylate in Citrate	Alpha-Hydroxycarboxylate	Hydroxyphenyloxazoline	Hydroxyphenylthiazoline	Alpha-Aminocarboxylate	Alpha-Hydroxyimidazole	Alpha-Hydroxycarboxylate in Citrate	Diazeniumdiolate	2-Nitrosophenol	Siderophore Class	Siderophore Small Class	Predicted logS	Predicted diffusion coefficient
SID00187	Fimsbactin E	None	O=C(OCC(NC(=O)C1COC(c2cccc(O)c2O)=N1)C(=O)O)c1cccc(O)c1O	NRPS	Bacteria	7	2	4	1	446.365194	Alpha-Aminocarboxylate/__Catecholate/__Hydroxyphenyloxazoline	diOH-Bz/SA+Ser	1	Proteobacteria	0	2	0	0	0	0	1	0	1	0	0	0	0	1.20.13	1.20	-3.582	4.61452091990451
SID00188	Fimsbactin D	None	CC(=O)NCCCNC(=O)C(COC(=O)c1cccc(O)c1O)NC(=O)C1COC(c2cccc(O)c2O)=N1	NRPS	Bacteria	5	2	5	1	544.51171	Catecholate/__Hydroxyphenyloxazoline	diOH-Bz/SA+Ser	1	Proteobacteria	0	2	0	0	0	0	1	0	0	0	0	0	0	1.20.14	1.20	-3.552	4.24809979841837
SID00189	Transvalencin Z	None	O=CNCCCCC(NC(=O)C1COC(c2ccccc2O)=N1)C(=O)O	NRPS	Bacteria	2	1	3	1	363.36588	Hydroxyphenyloxazoline	SA+Ser	1	Actinobacteria	0	0	0	0	0	0	1	0	0	0	0	0	0	1.20.15	1.20	-2.172	5.03336776483752
SID00190	Catenulobactin A	None	CC1OC(c2ccccc2O)=NC1C(=O)NC(CCCN1OC(C)C(NC(=O)c2ccccc2O)C1=O)C(=O)O	NRPS	Bacteria	3	1	5	1	554.549667	Hydroxyphenyloxazoline/__Phenolate	SA+Thr	1	Actinobacteria	0	0	1	0	0	0	1	0	0	0	0	0	0	1.21.1	1.21	-4.293	4.21615952932926
SID00191	Pseudomonine	None	CC1ON(CCc2cnc[nH]2)C(=O)C1NC(=O)c1ccccc1O	NRPS	Bacteria	1	2	3	1	330.33921	Phenolate	Unknown	1	Proteobacteria	0	0	1	0	0	0	0	0	0	0	0	0	0	1.21.2	1.21	-2.921	5.24239028990895
SID00192	Acinetobactin	Acinetobactin isoxazolidinone form	CC1ON(CCc2c[nH]cn2)C(=O)C1NC(=O)c1cccc(O)c1O	NRPS	Bacteria	2	2	3	1	346.338615	Catecholate	diOH-Bz	1	Proteobacteria	0	1	0	0	0	0	0	0	0	0	0	0	0	1.21.3	1.21	-2.826	5.13739474876733
SID00193	Salmochelin S4	None	O=C(NC1COC(=O)C(NC(=O)c2cc(C3OC(CO)C(O)C(O)C3O)cc(O)c2O)COC(=O)C(NC(=O)c2cc(C3OC(CO)C(O)C(O)C3O)cc(O)c2O)COC1=O)c1cccc(O)c1O	NRPS	Bacteria	6	2	6	0.4	993.829541	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.22.1	1.22	-3.233	3.32867657479885
SID00194	Enterobactin	Enterochelin	O=C(NC1COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O	NRPS	Bacteria	6	4	6	1	669.547791	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.22.2	1.22	-5.36	3.90245813196185
SID00195	Bacillibactin	Corynebactin	CC1OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C1NC(=O)CNC(=O)c1cccc(O)c1O	NRPS	Bacteria	6	7	9	1	882.78189	Catecholate	diOH-Bz	1	Firmicutes/Actinobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.22.3	1.22	-4.933	3.48990277018181
SID00196	Paenibactin	None	CC(NC(=O)c1cccc(O)c1O)C(=O)NC1C(=O)OC(C)C(NC(=O)C(C)NC(=O)c2cccc(O)c2O)C(=O)OC(C)C(NC(=O)C(C)NC(=O)c2cccc(O)c2O)C(=O)OC1C	NRPS	Bacteria	6	1	9	1	924.861756	Catecholate	diOH-Bz	1	Firmicutes	0	3	0	0	0	0	0	0	0	0	0	0	0	1.22.4	1.22	-5.344	3.42549018484843
SID00197	Petrocidin A	None	CC(C)CC1NC(=O)C(NC(=O)c2cccc(O)c2O)CCCNC1=O	NRPS	Bacteria	2	1	3	1	363.408979	Catecholate	diOH-Bz	1	Actinobacteria	0	1	0	0	0	0	0	0	0	0	0	0	0	1.23.1	1.23	-3.154	5.03311376736725
SID00198	Amphi-enterobactin	None	CCCCCCCCCCCC(=O)NC1COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC1=O	NRPS	Bacteria	6	1	8	1	938.928216	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.24.1	1.24	-5.997	3.40490517836479
SID00199	Amphi-enterobactin C12-OH	None	CCCCCCCCCC(O)CC(=O)NC1COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)c2cccc(O)c2O)COC1=O	NRPS	Bacteria	6	1	8	1	954.927621	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.24.2	1.24	-5.326	3.38203185764473
SID00200	Cyclic trichrysobactin	None	NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC1COC(=O)C(NC(=O)C(CCCCN)NC(=O)c2cccc(O)c2O)COC(=O)C(NC(=O)C(CCCCN)NC(=O)c2cccc(O)c2O)COC1=O	NRPS	Bacteria	6	1	9	1	1054.06542	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.24.3	1.24	-3.803	3.2518025824395
SID00201	Streptobactin	Griseobactin	CC1OC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c2cccc(O)c2O)C(C)OC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c2cccc(O)c2O)C(C)OC(=O)C1NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O	NRPS	Bacteria	6	4	9	1	1180.185504	Catecholate	diOH-Bz	1	Actinobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.24.4	1.24	-4.631	3.10980101432978
SID00202	Amonabactin T732	None	NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NRPS	Bacteria	6	1	5	1	732.781052	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.1	8.1	-4.215	3.76188145773747
SID00203	Amonabactin T	Amonabactin T789	NC(CCCCNC(=O)CNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NRPS	Bacteria	6	1	6	1	789.832463	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.2	8.1	-4.112	3.64954046092559
SID00204	Amonabactin T789	None	NC(CCCCNC(=O)CCNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NRPS	Bacteria	6	1	6	1	803.859085	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.3	8.1	-4.171	3.62372957966119
SID00205	Amonabactin P750	None	NC(CCCCNC(=O)CCNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1ccccc1)C(=O)O	NRPS	Bacteria	6	1	6	1	764.822961	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.4	8.1	-3.854	3.69727131871741
SID00206	Amonabactin P	Amonabactin P750	NC(CCCCNC(=O)CNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1ccccc1)C(=O)O	NRPS	Bacteria	6	1	6	1	750.796339	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.5	8.1	-3.792	3.72505633938206
SID00207	Amonabactin P693	None	NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(Cc1ccccc1)C(=O)O	NRPS	Bacteria	6	1	5	1	693.744928	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	8	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	8.1.6	8.1	-3.888	3.84644096730943
SID00208	Benarthin	None	CC(O)C(NC(=O)C(CCCN=C(N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	4	1	3	1	411.410455	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Actinobacteria	0	1	0	0	0	0	0	0	1	0	0	0	0	1.25.1	1.25	-1.886	4.77546496354837
SID00209	Untitled siderophore 2	None	CC(O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)NC(C(=O)O)C(C)OC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(C)O	NRPS	Bacteria	6	1	7	1	905.909683	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Actinobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	1.25.2	1.25	-2.707	3.45395919810412
SID00210	Tribenarthin	None	CC(O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)OC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)OC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	9	1	1198.200791	Catecholate	diOH-Bz	1	Actinobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.25.3	1.25	-3.467	3.09131191076291
SID00211	Dibenarthin	None	CC(O)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)OC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	6	1	804.805623	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Actinobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	1.25.4	1.25	-2.864	3.62201161758769
SID00212	Trivanchrobactin	None	N=C(N)NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(COC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	9	1	1156.120925	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.25.5	1.25	-3.205	3.1351472997103
SID00213	Divanchrobactin	None	N=C(N)NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	6	1	776.752379	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	1.25.6	1.25	-2.674	3.67422269189728
SID00214	Vanchrobactin	None	N=C(N)NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CO)C(=O)O	NRPS	Bacteria	4	2	3	1	397.383833	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Proteobacteria	0	1	0	0	0	0	0	0	1	0	0	0	0	1.25.7	1.25	-1.713	4.84591549205799
SID00215	Chrysobactin	None	NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CO)C(=O)O	NRPS	Bacteria	4	2	3	1	369.370427	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Proteobacteria	0	1	0	0	0	0	0	0	1	0	0	0	0	1.25.8	1.25	-1.517	4.99841008946087
SID00216	Dichrysobactin	None	NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	6	1	720.725567	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Proteobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	1.25.9	1.25	-2.445	3.78727570061276
SID00217	Linear trichrisobactin	None	NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(COC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)c1cccc(O)c1O)NC(=O)C(CCCCN)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	9	1	1072.080707	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.25.10	1.25	-2.929	3.23004289560479
SID00218	Frederiksenibactin	None	NCCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(COC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)c1cccc(O)c1O)NC(=O)C(CCCCN)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	9	1	1072.080707	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.25.11	1.25	-2.929	3.23004289560479
SID00219	Turnerbactin	None	NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(COC(=O)C(COC(=O)C(CO)NC(=O)C(CCCN)NC(=O)c1cccc(O)c1O)NC(=O)C(CCCN)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	9	1	1030.000841	Catecholate	diOH-Bz	1	Proteobacteria	0	3	0	0	0	0	0	0	0	0	0	0	0	1.25.12	1.25	-2.747	3.28172796937364
SID00220	Chryseomonin	None	NCCCCC(NC(=O)c1c(-[n+]2ccccc2)ccc(O)c1O)C(=O)NC(CO)C(=O)O	NRPS	Bacteria	4	1	3	1	447.462594	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Proteobacteria	0	1	0	0	0	0	0	0	1	0	0	0	0	1.25.13	1.25	-1.76	4.60977391582925
SID00221	Alterobactin B	None	NC(N)=NCCCC(NC(=O)CNC(=O)C(CO)NC(=O)CC(O)C(N)CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(C(=O)NCC(=O)NC(C(=O)O)C(O)C(=O)O)C(O)C(=O)O	NRPS	Bacteria	6	1	8	1	945.885823	Alpha-Hydroxycarboxylate/__Catecholate	diOH-Bz/Asp	1	Proteobacteria	0	1	0	0	0	2	0	0	0	0	0	0	0	1.26.1	1.26	-1.754	3.39488896798452
SID00222	Fuscachelin B	None	NC(N)=NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NCC(=O)NCC(=O)NC(CCCN(O)C(=O)C(CO)NC(=O)CNC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	10	1	1048.025911	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Actinobacteria	1	2	0	0	0	0	0	0	0	0	0	0	0	1.26.2	1.26	-2.833	3.25921887517354
SID00223	Fuscachelin C	None	NC(=O)C(CCCN(O)C(=O)C(CO)NC(=O)CNC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)c1cccc(O)c1O)NC(=O)CNC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)c1cccc(O)c1O	NRPS	Bacteria	6	1	10	0.864864864864865	1047.04115	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Actinobacteria	1	2	0	0	0	0	0	0	0	0	0	0	0	1.26.3	1.26	-2.835	3.26043402430191
SID00224	Mirubactin	None	NC(N)=NCCCC(NC(=O)c1cccc(O)c1O)C(=O)NC(CCCN(C=O)OC(=O)c1cccc(O)c1O)C(=O)O	NRPS	Bacteria	6	1	4	1	604.567025	Alpha-Aminocarboxylate/__Catecholate	diOH-Bz	1	Actinobacteria	0	2	0	0	0	0	0	0	1	0	0	0	0	1.26.4	1.26	-3.227	4.06889855156475
SID00225	Rhodochelin	None	CC(OC(=O)C(N)CCCN(O)C=O)C(NC(=O)c1cccc(O)c1O)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	6	1	4	1	571.535448	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Actinobacteria	2	1	0	0	0	0	0	0	0	0	0	0	0	1.26.5	1.26	-1.92	4.16401673927098
SID00226	Lystabactin C	None	COC(=O)C(CCCN(O)C=O)NC(=O)C(CC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)CC(O)C(N)CCCCNC(=O)c1cccc(O)c1O	NRPS	Bacteria	6	1	6	1	857.863462	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Proteobacteria	2	1	0	0	0	0	0	0	0	0	0	0	0	1.26.6	1.26	-1.87	3.53020300988635
SID00227	Lystabactin A	None	NC(=O)CC(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)CC(O)C(N)CCCCNC(=O)c1cccc(O)c1O)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	6	1	6	1	843.83684	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Proteobacteria	2	1	0	0	0	0	0	0	0	0	0	0	0	1.26.7	1.26	-1.835	3.55364974432509
SID00228	Chlorocatechelin A	None	NC(=NC(=O)c1ccc(Cl)c(O)c1O)NCCCC(NC(=O)c1ccc(Cl)c(O)c1O)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	6	1	4	1	673.456943	Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Actinobacteria	1	2	0	0	0	0	0	0	0	0	0	0	0	1.26.8	1.26	-3.413	3.89320798863941
SID00229	Chlorocatechelin B	None	NCCCC(NC(=O)c1ccc(Cl)c(O)c1O)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	6	1	3	1	460.866797	Alpha-Aminocarboxylate/__Catecholate/__Hydroxamate	Orn derivatives/diOH-Bz	1	Actinobacteria	1	1	0	0	0	0	0	0	1	0	0	0	0	1.26.9	1.26	-2.036	4.55315774619069
SID00230	Frankobactin B3	None	CC(O)C(NC(=O)CNC(=O)C(CO)NC(=O)c1ccccc1O)C(=O)N(C)C(CCCNO)C(=O)NC(CCCN)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	3	1	7	1	799.82729	Hydroxamate/__Phenolate	Orn derivatives	1	Actinobacteria	1	0	1	0	0	0	0	0	0	0	0	0	0	1.26.10	1.26	-1.669	3.63108061898578
SID00231	Frankobactin A3	None	CC(O)C(NC(=O)CCNC(=O)C(CO)NC(=O)c1ccccc1O)C(=O)N(C)C(CCCNO)C(=O)NC(CCCN)C(=O)NC(CCCN(O)C=O)C(=O)O	NRPS	Bacteria	3	1	7	1	813.853912	Hydroxamate/__Phenolate	Orn derivatives	1	Actinobacteria	1	0	1	0	0	0	0	0	0	0	0	0	0	1.26.11	1.26	-1.711	3.60573712382953
SID00232	Malleobactin H	None	NCCCCNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC=O)C(O)C(=O)O	NRPS	Bacteria	4	1	5	1	678.692061	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.1	2.2	-1.751	3.88094339510663
SID00233	Malleobactin G	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(O)C(=O)O	NRPS	Bacteria	4	1	5	1	611.645792	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.2	2.2	-1.372	4.04950917621971
SID00234	Malleobactin LB400	LB400	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCN(O)C=O)C(O)C(=O)O	NRPS	Bacteria	6	1	5	1	622.627026	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	1	0	0	0	0	0	0	0	2.2.3	2.2	-0.906	4.0200775201852
SID00235	Crochelin A	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CO)NC(=O)CC(O)C(N)CO)C(O)C(=O)O	NRPS	Bacteria	4	2	6	0.8125	695.720941	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.4	2.2	-0.805	3.84199357479666
SID00236	Malleobactin A	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCC[N+](=O)[O-])NC=O)C(O)C(=O)O	NRPS	Bacteria	4	2	5	0.727272727272727	636.610549	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.5	2.2	-1.449	3.98368987062848
SID00237	Malleobactin D	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCN=[N+]([O-])CCCC(NC=O)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O)NC=O)C(O)C(=O)O	NRPS	Bacteria	8	1	10	0.858823529411765	1225.222883	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	2	0	0	0	0	0	0	0	2.2.6	2.2	-1.614	3.06432235585468
SID00238	Malleobactin C	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCN=O)NC=O)C(O)C(=O)O	NRPS	Bacteria	4	1	5	0.744186046511628	620.611144	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.7	2.2	-1.066	4.02542276169852
SID00239	Malleobactin B	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCNO)NC=O)C(O)C(=O)O	NRPS	Bacteria	4	1	5	1	622.627026	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.8	2.2	-0.949	4.0200775201852
SID00240	Malleobactin E	None	NCCCCNC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC=O)C(O)C(=O)O	NRPS	Bacteria	6	1	5	1	650.637171	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	1	0	0	0	0	0	0	0	2.2.9	2.2	-0.96	3.94835584673817
SID00241	Malleobactin F	None	CC(C)CC(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC=O)C(O)C(=O)O)C(=O)NCCCCN	NRPS	Bacteria	4	1	5	1	605.639599	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.10	2.2	-1.15	4.06593916991462
SID00242	Ornibactin – C4	None	CC(O)CC(=O)N(O)CCCC(N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	6	1	6	1	680.706297	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	1	0	0	0	0	0	0	0	2.2.11	2.2	-1.013	3.87626158696704
SID00243	Ornibactin – C6	None	CCCC(O)CC(=O)N(O)CCCC(N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	6	1	6	1	708.759541	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	1	0	0	0	0	0	0	0	2.2.12	2.2	-1.172	3.81310672467409
SID00244	Ornibactin – C8	None	CCCCCC(O)CC(=O)N(O)CCCC(N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	6	1	6	1	736.812785	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	2	0	0	0	0	1	0	0	0	0	0	0	0	2.2.13	2.2	-1.352	3.75352541767018
SID00245	Crochelin B	None	CCCCCCCCCCCC(=O)NC(CO)C(O)CC(=O)NC(CO)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	4	2	7	0.852459016393443	878.023928	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.14	2.2	-1.782	3.49746834513642
SID00246	Crochelin E	None	CCCCCCCCCC(=O)NC(CO)C(O)CC(=O)NC(CO)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	4	2	7	0.847457627118644	849.970684	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.15	2.2	-1.584	3.54332682135918
SID00247	Crochelin D	None	CCCCC=CCCCC(=O)NC(CO)C(O)CC(=O)NC(CO)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	4	2	7	0.847457627118644	847.954802	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.16	2.2	-1.564	3.54670737942936
SID00248	Crochelin C	None	CCCCCCC=CCCCC(=O)NC(CO)C(O)CC(=O)NC(CO)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O	NRPS	Bacteria	4	2	7	0.852459016393443	876.008046	Alpha-Hydroxycarboxylate/__Hydroxamate	Orn derivatives/Asp	2	Proteobacteria	1	0	0	0	0	1	0	0	0	0	0	0	0	2.2.17	2.2	-1.756	3.5006918795661
